participant,category,product
1774,bread,Baguette
1774,bread,Sourdough
1774,cheese,Gouda
1774,cheese,Mozzarella
1774,salad,Caprese
1775,bread,Sourdough
1775,bread,Rye
1775,bread,Baguette
1775,cheese,Parmesan
1775,cheese,Camembert
1775,cheese,Gouda
1775,salad,Caesar
1775,salad,Greek
1776,bread,Rye
1776,bread,Sourdough
1776,bread,Baguette
1776,cheese,Gouda
1776,cheese,Brie
1776,salad,Caesar
1776,salad,Caprese
1777,bread,Rye
1777,bread,Baguette
1777,cheese,Cheddar
1777,cheese,Parmesan
1777,salad,Caprese
1777,salad,Caesar
1777,salad,Wedge
1778,bread,Baguette
1778,bread,Focaccia
1778,bread,Sourdough
1778,cheese,Cheddar
1778,salad,Caprese
1778,salad,Greek
1778,salad,Caesar
1779,bread,Baguette
1779,bread,Pumpernickel
1779,cheese,Parmesan
1779,cheese,Mozzarella
1779,salad,Caesar
1779,salad,Greek
1779,salad,Wedge
1780,bread,Rye
1780,bread,Baguette
1780,cheese,Camembert
1780,cheese,Parmesan
1780,salad,Caesar
1780,salad,Caprese
1781,bread,Baguette
1781,bread,Sourdough
1781,bread,Rye
1781,cheese,Mozzarella
1781,salad,Caprese
1782,bread,Baguette
1782,bread,Pumpernickel
1782,cheese,Parmesan
1782,cheese,Cheddar
1782,cheese,Camembert
1782,salad,Caesar
1782,salad,Greek
1782,salad,Caprese
1783,bread,Focaccia
1783,bread,Sourdough
1783,cheese,Cheddar
1783,cheese,Parmesan
1783,salad,Caprese
1783,salad,Wedge
1783,salad,Caesar
1784,bread,Focaccia
1784,bread,Sourdough
1784,cheese,Parmesan
1784,cheese,Cheddar
1784,cheese,Gouda
1784,salad,Caprese
1784,salad,Waldorf
1785,bread,Sourdough
1785,cheese,Camembert
1785,salad,Wedge
1785,salad,Greek
1786,bread,Rye
1786,bread,Baguette
1786,bread,Sourdough
1786,cheese,Cheddar
1786,salad,Greek
1787,bread,Sourdough
1787,bread,Focaccia
1787,cheese,Mozzarella
1787,cheese,Camembert
1787,salad,Caprese
1787,salad,Greek
1788,bread,Sourdough
1788,cheese,Brie
1788,salad,Greek
1788,salad,Caesar
1789,bread,Focaccia
1789,bread,Baguette
1789,cheese,Camembert
1789,salad,Caprese
1789,salad,Caesar
1790,bread,Focaccia
1790,bread,Rye
1790,bread,Baguette
1790,cheese,Gouda
1790,cheese,Camembert
1790,cheese,Parmesan
1790,salad,Caesar
1790,salad,Caprese
1791,bread,Sourdough
1791,bread,Rye
1791,cheese,Camembert
1791,cheese,Parmesan
1791,salad,Caprese
1791,salad,Greek
1791,salad,Caesar
1792,bread,Sourdough
1792,bread,Baguette
1792,cheese,Parmesan
1792,salad,Greek
1792,salad,Cobb
1793,bread,Sourdough
1793,bread,Baguette
1793,cheese,Gouda
1793,cheese,Camembert
1793,salad,Waldorf
1793,salad,Greek
1794,bread,Sourdough
1794,bread,Focaccia
1794,cheese,Gouda
1794,salad,Cobb
1794,salad,Greek
1795,bread,Baguette
1795,cheese,Camembert
1795,cheese,Brie
1795,salad,Caesar
1796,bread,Rye
1796,bread,Focaccia
1796,cheese,Camembert
1796,salad,Wedge
1796,salad,Caprese
1797,bread,Baguette
1797,bread,Rye
1797,cheese,Gouda
1797,cheese,Cheddar
1797,salad,Caesar
1797,salad,Caprese
1797,salad,Waldorf
1798,bread,Baguette
1798,bread,Rye
1798,cheese,Mozzarella
1798,cheese,Parmesan
1798,cheese,Gouda
1798,salad,Caesar
1798,salad,Caprese
1798,salad,Waldorf
1799,bread,Focaccia
1799,bread,Baguette
1799,cheese,Camembert
1799,cheese,Cheddar
1799,cheese,Gouda
1799,salad,Caesar
1799,salad,Caprese
1799,salad,Wedge
1800,bread,Pumpernickel
1800,cheese,Gouda
1800,cheese,Parmesan
1800,cheese,Camembert
1800,salad,Caesar
1800,salad,Greek
1801,bread,Pumpernickel
1801,bread,Baguette
1801,bread,Sourdough
1801,cheese,Cheddar
1801,cheese,Brie
1801,cheese,Gouda
1801,salad,Caprese
1801,salad,Caesar
1801,salad,Greek
1802,bread,Baguette
1802,cheese,Cheddar
1802,cheese,Roquefort
1802,salad,Waldorf
1802,salad,Caesar
1803,bread,Baguette
1803,bread,Rye
1803,cheese,Cheddar
1803,salad,Waldorf
1803,salad,Caprese
1804,bread,Baguette
1804,bread,Focaccia
1804,bread,Sourdough
1804,cheese,Mozzarella
1804,cheese,Gouda
1804,salad,Greek
1805,bread,Sourdough
1805,bread,Baguette
1805,bread,Rye
1805,cheese,Mozzarella
1805,cheese,Parmesan
1805,cheese,Gouda
1805,salad,Greek
1805,salad,Caprese
1806,bread,Focaccia
1806,bread,Baguette
1806,bread,Rye
1806,cheese,Cheddar
1806,salad,Greek
1806,salad,Caprese
1806,salad,Cobb
1807,bread,Baguette
1807,bread,Focaccia
1807,cheese,Gouda
1807,cheese,Brie
1807,salad,Caesar
1807,salad,Waldorf
1807,salad,Greek
1808,bread,Rye
1808,bread,Baguette
1808,bread,Focaccia
1808,cheese,Cheddar
1808,cheese,Brie
1808,salad,Greek
1808,salad,Caesar
1809,bread,Sourdough
1809,bread,Rye
1809,cheese,Camembert
1809,cheese,Mozzarella
1809,salad,Cobb
1810,bread,Focaccia
1810,bread,Sourdough
1810,cheese,Cheddar
1810,cheese,Camembert
1810,cheese,Brie
1810,salad,Caesar
1810,salad,Caprese
1810,salad,Greek
1811,bread,Rye
1811,bread,Sourdough
1811,bread,Baguette
1811,cheese,Camembert
1811,salad,Caesar
1811,salad,Greek
1812,bread,Baguette
1812,cheese,Parmesan
1812,cheese,Gouda
1812,salad,Cobb
1812,salad,Caesar
1813,bread,Sourdough
1813,cheese,Camembert
1813,cheese,Cheddar
1813,salad,Greek
1813,salad,Wedge
1813,salad,Caesar
1814,bread,Baguette
1814,cheese,Gouda
1814,salad,Caesar
1814,salad,Greek
1815,bread,Sourdough
1815,bread,Baguette
1815,bread,Focaccia
1815,cheese,Mozzarella
1815,salad,Greek
1816,bread,Baguette
1816,bread,Rye
1816,cheese,Camembert
1816,salad,Caprese
1817,bread,Sourdough
1817,bread,Rye
1817,bread,Baguette
1817,cheese,Cheddar
1817,cheese,Camembert
1817,salad,Greek
1817,salad,Caprese
1817,salad,Caesar
1818,bread,Baguette
1818,bread,Focaccia
1818,cheese,Camembert
1818,cheese,Gouda
1818,salad,Caprese
1818,salad,Wedge
1818,salad,Greek
1819,bread,Baguette
1819,bread,Rye
1819,bread,Sourdough
1819,cheese,Cheddar
1819,salad,Caprese
1819,salad,Caesar
1819,salad,Greek
1820,bread,Rye
1820,bread,Focaccia
1820,bread,Sourdough
1820,cheese,Brie
1820,cheese,Camembert
1820,salad,Cobb
1820,salad,Wedge
1821,bread,Rye
1821,bread,Sourdough
1821,cheese,Cheddar
1821,cheese,Parmesan
1821,salad,Caesar
1822,bread,Focaccia
1822,bread,Baguette
1822,bread,Sourdough
1822,cheese,Gouda
1822,salad,Caprese
1822,salad,Greek
1823,bread,Baguette
1823,bread,Rye
1823,cheese,Camembert
1823,cheese,Mozzarella
1823,salad,Greek
1823,salad,Caprese
1823,salad,Caesar
1824,bread,Baguette
1824,bread,Rye
1824,cheese,Gouda
1824,cheese,Mozzarella
1824,salad,Wedge
1824,salad,Greek
1824,salad,Waldorf
1825,bread,Rye
1825,bread,Focaccia
1825,cheese,Gouda
1825,cheese,Cheddar
1825,salad,Caprese
1825,salad,Greek
1826,bread,Baguette
1826,cheese,Camembert
1826,cheese,Parmesan
1826,salad,Greek
1826,salad,Caprese
1827,bread,Baguette
1827,bread,Focaccia
1827,cheese,Gouda
1827,salad,Greek
1827,salad,Caprese
1827,salad,Cobb
1828,bread,Baguette
1828,bread,Rye
1828,cheese,Camembert
1828,cheese,Gouda
1828,salad,Caprese
1828,salad,Caesar
1828,salad,Wedge
1829,bread,Rye
1829,bread,Baguette
1829,cheese,Mozzarella
1829,cheese,Cheddar
1829,salad,Caesar
1829,salad,Wedge
1830,bread,Baguette
1830,bread,Rye
1830,cheese,Camembert
1830,cheese,Parmesan
1830,salad,Wedge
1830,salad,Caesar
1831,bread,Sourdough
1831,bread,Baguette
1831,cheese,Parmesan
1831,cheese,Camembert
1831,cheese,Brie
1831,salad,Caprese
1831,salad,Waldorf
1832,bread,Sourdough
1832,cheese,Brie
1832,cheese,Camembert
1832,salad,Caesar
1832,salad,Waldorf
1833,bread,Baguette
1833,bread,Rye
1833,cheese,Parmesan
1833,cheese,Camembert
1833,salad,Caesar
1833,salad,Caprese
1834,bread,Baguette
1834,bread,Rye
1834,bread,Sourdough
1834,cheese,Camembert
1834,cheese,Parmesan
1834,salad,Greek
1834,salad,Caprese
1835,bread,Focaccia
1835,bread,Sourdough
1835,bread,Rye
1835,cheese,Brie
1835,salad,Caprese
1836,bread,Rye
1836,bread,Pumpernickel
1836,bread,Focaccia
1836,cheese,Camembert
1836,salad,Greek
1836,salad,Caprese
1837,bread,Rye
1837,bread,Pumpernickel
1837,cheese,Parmesan
1837,cheese,Gouda
1837,salad,Caesar
1838,bread,Baguette
1838,bread,Rye
1838,bread,Focaccia
1838,cheese,Camembert
1838,cheese,Cheddar
1838,cheese,Parmesan
1838,salad,Caprese
1838,salad,Greek
1838,salad,Waldorf
1839,bread,Baguette
1839,bread,Rye
1839,cheese,Parmesan
1839,cheese,Cheddar
1839,cheese,Gouda
1839,salad,Caesar
1839,salad,Waldorf
1839,salad,Greek
1840,bread,Sourdough
1840,bread,Rye
1840,bread,Pumpernickel
1840,cheese,Camembert
1840,cheese,Gouda
1840,salad,Waldorf
1840,salad,Caesar
1841,bread,Baguette
1841,cheese,Gouda
1841,cheese,Brie
1841,cheese,Mozzarella
1841,salad,Caesar
1841,salad,Caprese
1841,salad,Greek
1842,bread,Baguette
1842,bread,Rye
1842,cheese,Camembert
1842,cheese,Gouda
1842,cheese,Mozzarella
1842,salad,Greek
1842,salad,Caesar
1843,bread,Sourdough
1843,bread,Pumpernickel
1843,cheese,Gouda
1843,salad,Caesar
1843,salad,Caprese
1844,bread,Pumpernickel
1844,bread,Baguette
1844,cheese,Gouda
1844,cheese,Parmesan
1844,salad,Greek
1844,salad,Caesar
1844,salad,Caprese
1845,bread,Sourdough
1845,bread,Pumpernickel
1845,bread,Focaccia
1845,cheese,Parmesan
1845,cheese,Cheddar
1845,salad,Caprese
1845,salad,Caesar
1845,salad,Greek
1846,bread,Rye
1846,bread,Sourdough
1846,cheese,Gouda
1846,cheese,Camembert
1846,salad,Greek
1846,salad,Caesar
1847,bread,Baguette
1847,bread,Rye
1847,cheese,Brie
1847,cheese,Camembert
1847,salad,Caesar
1847,salad,Caprese
1848,bread,Focaccia
1848,cheese,Camembert
1848,cheese,Gouda
1848,cheese,Cheddar
1848,salad,Caprese
1848,salad,Caesar
1848,salad,Waldorf
1849,bread,Rye
1849,bread,Baguette
1849,cheese,Camembert
1849,cheese,Mozzarella
1849,salad,Caprese
1850,bread,Focaccia
1850,bread,Sourdough
1850,bread,Baguette
1850,cheese,Camembert
1850,cheese,Cheddar
1850,salad,Caesar
1850,salad,Caprese
1851,bread,Focaccia
1851,bread,Baguette
1851,bread,Sourdough
1851,cheese,Camembert
1851,cheese,Cheddar
1851,salad,Greek
1851,salad,Caesar
1851,salad,Caprese
1852,bread,Baguette
1852,bread,Sourdough
1852,cheese,Parmesan
1852,salad,Caprese
1852,salad,Wedge
1853,bread,Sourdough
1853,cheese,Camembert
1853,cheese,Parmesan
1853,salad,Greek
1854,bread,Rye
1854,bread,Pumpernickel
1854,bread,Focaccia
1854,cheese,Camembert
1854,cheese,Mozzarella
1854,cheese,Brie
1854,salad,Greek
1854,salad,Caprese
1855,bread,Sourdough
1855,bread,Baguette
1855,cheese,Camembert
1855,cheese,Gouda
1855,cheese,Parmesan
1855,salad,Caprese
1855,salad,Greek
1855,salad,Caesar
1856,bread,Baguette
1856,cheese,Gouda
1856,cheese,Parmesan
1856,salad,Caesar
1857,bread,Rye
1857,bread,Focaccia
1857,cheese,Camembert
1857,cheese,Cheddar
1857,cheese,Mozzarella
1857,salad,Caprese
1857,salad,Caesar
1858,bread,Baguette
1858,cheese,Cheddar
1858,cheese,Gouda
1858,cheese,Camembert
1858,salad,Greek
1858,salad,Wedge
1859,bread,Pumpernickel
1859,bread,Sourdough
1859,cheese,Camembert
1859,salad,Caesar
1859,salad,Greek
1859,salad,Caprese
1860,bread,Rye
1860,bread,Baguette
1860,cheese,Cheddar
1860,cheese,Camembert
1860,salad,Greek
1861,bread,Rye
1861,cheese,Parmesan
1861,cheese,Camembert
1861,salad,Greek
1861,salad,Caesar
1861,salad,Caprese
1862,bread,Focaccia
1862,bread,Rye
1862,bread,Sourdough
1862,cheese,Cheddar
1862,salad,Caprese
1862,salad,Caesar
1863,bread,Baguette
1863,bread,Sourdough
1863,bread,Rye
1863,cheese,Camembert
1863,salad,Greek
1863,salad,Waldorf
1864,bread,Rye
1864,bread,Sourdough
1864,cheese,Gouda
1864,cheese,Cheddar
1864,salad,Caesar
1864,salad,Greek
1864,salad,Wedge
1865,bread,Rye
1865,bread,Baguette
1865,cheese,Gouda
1865,salad,Waldorf
1865,salad,Caprese
1865,salad,Greek
1866,bread,Sourdough
1866,cheese,Gouda
1866,salad,Caprese
1866,salad,Caesar
1866,salad,Greek
1867,bread,Sourdough
1867,bread,Baguette
1867,cheese,Gouda
1867,cheese,Parmesan
1867,salad,Waldorf
1867,salad,Caesar
1868,bread,Baguette
1868,bread,Rye
1868,bread,Sourdough
1868,cheese,Parmesan
1868,cheese,Camembert
1868,salad,Greek
1868,salad,Caesar
1868,salad,Caprese
1869,bread,Rye
1869,bread,Baguette
1869,cheese,Camembert
1869,salad,Waldorf
1870,bread,Pumpernickel
1870,bread,Rye
1870,cheese,Mozzarella
1870,cheese,Brie
1870,salad,Greek
1870,salad,Cobb
1871,bread,Baguette
1871,bread,Rye
1871,cheese,Mozzarella
1871,cheese,Parmesan
1871,salad,Greek
1871,salad,Caesar
1872,bread,Baguette
1872,bread,Focaccia
1872,cheese,Cheddar
1872,cheese,Gouda
1872,cheese,Camembert
1872,salad,Caesar
1873,bread,Baguette
1873,bread,Rye
1873,bread,Sourdough
1873,cheese,Camembert
1873,cheese,Cheddar
1873,cheese,Parmesan
1873,salad,Greek
1873,salad,Caesar
1874,bread,Pumpernickel
1874,cheese,Cheddar
1874,cheese,Parmesan
1874,cheese,Mozzarella
1874,salad,Greek
1874,salad,Caesar
1875,bread,Baguette
1875,bread,Rye
1875,bread,Sourdough
1875,cheese,Camembert
1875,cheese,Mozzarella
1875,salad,Caesar
1875,salad,Greek
1876,bread,Rye
1876,bread,Focaccia
1876,cheese,Mozzarella
1876,cheese,Camembert
1876,salad,Caprese
1876,salad,Greek
1876,salad,Waldorf
1877,bread,Sourdough
1877,bread,Rye
1877,bread,Pumpernickel
1877,cheese,Parmesan
1877,cheese,Gouda
1877,salad,Caprese
1877,salad,Caesar
1878,bread,Rye
1878,bread,Sourdough
1878,bread,Baguette
1878,cheese,Mozzarella
1878,salad,Waldorf
1878,salad,Caesar
1878,salad,Wedge
1879,bread,Sourdough
1879,bread,Rye
1879,bread,Baguette
1879,cheese,Brie
1879,cheese,Camembert
1879,cheese,Gouda
1879,salad,Caprese
1879,salad,Wedge
1880,bread,Rye
1880,bread,Baguette
1880,cheese,Gouda
1880,cheese,Camembert
1880,cheese,Brie
1880,salad,Greek
1880,salad,Cobb
1881,bread,Baguette
1881,bread,Rye
1881,cheese,Gouda
1881,cheese,Cheddar
1881,cheese,Camembert
1881,salad,Greek
1881,salad,Caprese
1882,bread,Rye
1882,bread,Focaccia
1882,cheese,Mozzarella
1882,cheese,Gouda
1882,salad,Caesar
1883,bread,Rye
1883,bread,Baguette
1883,cheese,Camembert
1883,cheese,Cheddar
1883,salad,Caesar
1883,salad,Waldorf
1883,salad,Greek
1884,bread,Baguette
1884,cheese,Parmesan
1884,salad,Caesar
1884,salad,Caprese
1885,bread,Sourdough
1885,cheese,Brie
1885,cheese,Mozzarella
1885,salad,Caesar
1886,bread,Baguette
1886,bread,Sourdough
1886,bread,Focaccia
1886,cheese,Camembert
1886,cheese,Cheddar
1886,cheese,Brie
1886,salad,Caesar
1886,salad,Waldorf
1887,bread,Rye
1887,bread,Pumpernickel
1887,bread,Baguette
1887,cheese,Camembert
1887,cheese,Parmesan
1887,cheese,Cheddar
1887,salad,Caesar
1887,salad,Greek
1888,bread,Rye
1888,bread,Pumpernickel
1888,bread,Focaccia
1888,cheese,Camembert
1888,cheese,Cheddar
1888,salad,Caprese
1888,salad,Waldorf
1889,bread,Rye
1889,bread,Focaccia
1889,bread,Baguette
1889,cheese,Cheddar
1889,cheese,Camembert
1889,salad,Caprese
1889,salad,Greek
1890,bread,Rye
1890,bread,Baguette
1890,bread,Sourdough
1890,cheese,Camembert
1890,cheese,Cheddar
1890,salad,Caprese
1890,salad,Greek
1891,bread,Baguette
1891,bread,Sourdough
1891,cheese,Gouda
1891,cheese,Roquefort
1891,cheese,Cheddar
1891,salad,Caesar
1891,salad,Waldorf
1891,salad,Greek
1892,bread,Baguette
1892,bread,Focaccia
1892,cheese,Gouda
1892,cheese,Cheddar
1892,salad,Caesar
1892,salad,Greek
1892,salad,Caprese
1893,bread,Baguette
1893,bread,Rye
1893,bread,Sourdough
1893,cheese,Gouda
1893,cheese,Camembert
1893,salad,Caesar
1894,bread,Baguette
1894,bread,Focaccia
1894,cheese,Gouda
1894,cheese,Camembert
1894,salad,Greek
1894,salad,Caesar
1894,salad,Waldorf
1895,bread,Baguette
1895,bread,Focaccia
1895,cheese,Parmesan
1895,salad,Caesar
1895,salad,Caprese
1896,bread,Baguette
1896,cheese,Cheddar
1896,cheese,Parmesan
1896,salad,Greek
1896,salad,Caprese
1896,salad,Caesar
1897,bread,Baguette
1897,bread,Rye
1897,cheese,Mozzarella
1897,salad,Greek
1897,salad,Wedge
1897,salad,Cobb
1898,bread,Rye
1898,bread,Baguette
1898,bread,Focaccia
1898,cheese,Gouda
1898,cheese,Mozzarella
1898,cheese,Parmesan
1898,salad,Greek
1898,salad,Caprese
1898,salad,Caesar
1899,bread,Rye
1899,bread,Focaccia
1899,cheese,Gouda
1899,cheese,Brie
1899,salad,Caesar
1899,salad,Wedge
1900,bread,Baguette
1900,bread,Rye
1900,cheese,Gouda
1900,salad,Wedge
1901,bread,Baguette
1901,bread,Rye
1901,cheese,Camembert
1901,cheese,Cheddar
1901,salad,Caesar
1901,salad,Greek
1901,salad,Caprese
1902,bread,Rye
1902,cheese,Mozzarella
1902,cheese,Gouda
1902,salad,Caesar
1902,salad,Caprese
1903,bread,Sourdough
1903,bread,Rye
1903,cheese,Parmesan
1903,cheese,Camembert
1903,salad,Greek
1903,salad,Caprese
1904,bread,Baguette
1904,cheese,Cheddar
1904,salad,Caesar
1904,salad,Caprese
1904,salad,Wedge
1905,bread,Sourdough
1905,bread,Rye
1905,cheese,Camembert
1905,cheese,Mozzarella
1905,salad,Caesar
1905,salad,Greek
1906,bread,Baguette
1906,bread,Focaccia
1906,cheese,Gouda
1906,cheese,Parmesan
1906,cheese,Roquefort
1906,salad,Waldorf
1907,bread,Rye
1907,bread,Baguette
1907,cheese,Parmesan
1907,cheese,Brie
1907,cheese,Mozzarella
1907,salad,Caesar
1907,salad,Waldorf
1908,bread,Rye
1908,bread,Sourdough
1908,bread,Baguette
1908,cheese,Cheddar
1908,cheese,Parmesan
1908,cheese,Camembert
1908,salad,Caesar
1908,salad,Greek
1909,bread,Focaccia
1909,bread,Sourdough
1909,cheese,Camembert
1909,cheese,Mozzarella
1909,salad,Greek
1909,salad,Caprese
1909,salad,Caesar
1910,bread,Baguette
1910,bread,Sourdough
1910,bread,Rye
1910,cheese,Mozzarella
1910,cheese,Camembert
1910,salad,Caesar
1910,salad,Caprese
1911,bread,Rye
1911,bread,Focaccia
1911,cheese,Parmesan
1911,cheese,Cheddar
1911,salad,Waldorf
1911,salad,Cobb
1911,salad,Caesar
1912,bread,Rye
1912,cheese,Mozzarella
1912,salad,Caesar
1912,salad,Waldorf
1913,bread,Rye
1913,bread,Pumpernickel
1913,cheese,Mozzarella
1913,cheese,Gouda
1913,salad,Waldorf
1913,salad,Greek
1913,salad,Caesar
1914,bread,Baguette
1914,bread,Focaccia
1914,cheese,Mozzarella
1914,cheese,Cheddar
1914,cheese,Gouda
1914,salad,Cobb
1914,salad,Caesar
1915,bread,Focaccia
1915,bread,Baguette
1915,cheese,Cheddar
1915,cheese,Parmesan
1915,salad,Greek
1915,salad,Waldorf
1915,salad,Wedge
1916,bread,Rye
1916,bread,Baguette
1916,bread,Pumpernickel
1916,cheese,Camembert
1916,cheese,Cheddar
1916,cheese,Brie
1916,salad,Caprese
1916,salad,Caesar
1916,salad,Greek
1917,bread,Baguette
1917,bread,Focaccia
1917,bread,Rye
1917,cheese,Brie
1917,cheese,Camembert
1917,cheese,Gouda
1917,salad,Caprese
1917,salad,Caesar
1918,bread,Baguette
1918,bread,Rye
1918,cheese,Camembert
1918,cheese,Cheddar
1918,salad,Greek
1918,salad,Waldorf
1919,bread,Sourdough
1919,bread,Rye
1919,cheese,Camembert
1919,cheese,Brie
1919,cheese,Mozzarella
1919,salad,Caesar
1919,salad,Greek
1920,bread,Baguette
1920,cheese,Cheddar
1920,cheese,Gouda
1920,cheese,Camembert
1920,salad,Cobb
1921,bread,Rye
1921,bread,Baguette
1921,cheese,Cheddar
1921,salad,Caprese
1922,bread,Baguette
1922,cheese,Camembert
1922,cheese,Gouda
1922,salad,Waldorf
1922,salad,Caprese
1923,bread,Baguette
1923,bread,Rye
1923,bread,Focaccia
1923,cheese,Mozzarella
1923,salad,Caesar
1923,salad,Greek
1923,salad,Wedge
1924,bread,Sourdough
1924,bread,Baguette
1924,bread,Rye
1924,cheese,Gouda
1924,salad,Caesar
1925,bread,Sourdough
1925,bread,Rye
1925,cheese,Parmesan
1925,salad,Wedge
1925,salad,Caesar
1925,salad,Greek
1926,bread,Baguette
1926,bread,Rye
1926,bread,Focaccia
1926,cheese,Cheddar
1926,cheese,Mozzarella
1926,salad,Caesar
1927,bread,Baguette
1927,bread,Rye
1927,bread,Focaccia
1927,cheese,Camembert
1927,salad,Caesar
1927,salad,Greek
1928,bread,Rye
1928,bread,Baguette
1928,bread,Focaccia
1928,cheese,Cheddar
1928,cheese,Gouda
1928,salad,Greek
1928,salad,Caesar
1928,salad,Waldorf
1929,bread,Pumpernickel
1929,bread,Sourdough
1929,bread,Focaccia
1929,cheese,Parmesan
1929,salad,Greek
1929,salad,Waldorf
1930,bread,Baguette
1930,bread,Focaccia
1930,cheese,Gouda
1930,cheese,Brie
1930,salad,Caesar
1930,salad,Greek
1931,bread,Sourdough
1931,cheese,Parmesan
1931,cheese,Gouda
1931,cheese,Cheddar
1931,salad,Greek
1932,bread,Sourdough
1932,bread,Focaccia
1932,cheese,Gouda
1932,cheese,Camembert
1932,cheese,Cheddar
1932,salad,Greek
1933,bread,Sourdough
1933,bread,Baguette
1933,cheese,Camembert
1933,cheese,Roquefort
1933,salad,Caprese
1933,salad,Caesar
1934,bread,Baguette
1934,bread,Rye
1934,cheese,Camembert
1934,cheese,Parmesan
1934,cheese,Gouda
1934,salad,Greek
1935,bread,Sourdough
1935,bread,Rye
1935,bread,Baguette
1935,cheese,Gouda
1935,cheese,Cheddar
1935,salad,Wedge
1935,salad,Caesar
1935,salad,Caprese
1936,bread,Baguette
1936,bread,Focaccia
1936,cheese,Camembert
1936,cheese,Mozzarella
1936,cheese,Parmesan
1936,salad,Greek
1936,salad,Caesar
1936,salad,Caprese
1937,bread,Baguette
1937,bread,Rye
1937,cheese,Camembert
1937,cheese,Gouda
1937,salad,Caesar
1937,salad,Wedge
1938,bread,Pumpernickel
1938,bread,Rye
1938,cheese,Brie
1938,cheese,Gouda
1938,cheese,Cheddar
1938,salad,Caprese
1939,bread,Sourdough
1939,bread,Focaccia
1939,bread,Rye
1939,cheese,Cheddar
1939,cheese,Brie
1939,salad,Caesar
1939,salad,Caprese
1940,bread,Rye
1940,cheese,Camembert
1940,salad,Greek
1940,salad,Caprese
1941,bread,Baguette
1941,cheese,Gouda
1941,cheese,Brie
1941,salad,Caprese
1941,salad,Greek
1942,bread,Focaccia
1942,bread,Pumpernickel
1942,cheese,Parmesan
1942,cheese,Gouda
1942,cheese,Cheddar
1942,salad,Caesar
1942,salad,Caprese
1942,salad,Greek
1943,bread,Baguette
1943,bread,Rye
1943,bread,Focaccia
1943,cheese,Roquefort
1943,salad,Caesar
1944,bread,Rye
1944,bread,Focaccia
1944,cheese,Gouda
1944,salad,Greek
1944,salad,Cobb
1944,salad,Caesar
1945,bread,Rye
1945,bread,Pumpernickel
1945,bread,Baguette
1945,cheese,Cheddar
1945,salad,Caesar
1945,salad,Waldorf
1946,bread,Sourdough
1946,cheese,Cheddar
1946,salad,Caesar
1946,salad,Caprese
1947,bread,Rye
1947,bread,Baguette
1947,cheese,Mozzarella
1947,cheese,Cheddar
1947,cheese,Parmesan
1947,salad,Greek
1947,salad,Caprese
1948,bread,Baguette
1948,cheese,Gouda
1948,cheese,Parmesan
1948,salad,Greek
1949,bread,Baguette
1949,cheese,Brie
1949,cheese,Camembert
1949,cheese,Parmesan
1949,salad,Caesar
1949,salad,Greek
1950,bread,Rye
1950,bread,Baguette
1950,cheese,Gouda
1950,cheese,Mozzarella
1950,cheese,Cheddar
1950,salad,Caesar
1950,salad,Caprese
1950,salad,Greek
1951,bread,Baguette
1951,cheese,Camembert
1951,cheese,Mozzarella
1951,cheese,Cheddar
1951,salad,Caesar
1951,salad,Greek
1952,bread,Baguette
1952,cheese,Mozzarella
1952,cheese,Cheddar
1952,salad,Caesar
1952,salad,Greek
1953,bread,Baguette
1953,bread,Sourdough
1953,cheese,Camembert
1953,cheese,Gouda
1953,salad,Caesar
1953,salad,Caprese
1953,salad,Greek
1954,bread,Rye
1954,cheese,Cheddar
1954,cheese,Parmesan
1954,cheese,Mozzarella
1954,salad,Caesar
1955,bread,Baguette
1955,bread,Rye
1955,cheese,Brie
1955,cheese,Camembert
1955,cheese,Roquefort
1955,salad,Caprese
1955,salad,Waldorf
1955,salad,Caesar
1956,bread,Focaccia
1956,cheese,Camembert
1956,cheese,Parmesan
1956,cheese,Gouda
1956,salad,Caprese
1956,salad,Greek
1956,salad,Caesar
1957,bread,Baguette
1957,bread,Sourdough
1957,bread,Rye
1957,cheese,Parmesan
1957,cheese,Gouda
1957,salad,Greek
1957,salad,Wedge
1958,bread,Baguette
1958,bread,Rye
1958,cheese,Parmesan
1958,cheese,Cheddar
1958,salad,Caesar
1958,salad,Caprese
1959,bread,Baguette
1959,cheese,Gouda
1959,salad,Cobb
1959,salad,Caesar
1960,bread,Rye
1960,bread,Sourdough
1960,cheese,Cheddar
1960,salad,Caesar
1960,salad,Caprese
1961,bread,Baguette
1961,bread,Sourdough
1961,cheese,Camembert
1961,cheese,Gouda
1961,salad,Caesar
1961,salad,Waldorf
1962,bread,Baguette
1962,bread,Rye
1962,bread,Focaccia
1962,cheese,Mozzarella
1962,cheese,Brie
1962,cheese,Parmesan
1962,salad,Greek
1962,salad,Caesar
1962,salad,Caprese
1963,bread,Rye
1963,bread,Baguette
1963,bread,Focaccia
1963,cheese,Gouda
1963,salad,Greek
1963,salad,Waldorf
1964,bread,Baguette
1964,bread,Focaccia
1964,cheese,Camembert
1964,cheese,Roquefort
1964,cheese,Cheddar
1964,salad,Caprese
1964,salad,Waldorf
1965,bread,Rye
1965,bread,Baguette
1965,cheese,Camembert
1965,cheese,Gouda
1965,salad,Caesar
1965,salad,Caprese
1966,bread,Rye
1966,bread,Baguette
1966,bread,Sourdough
1966,cheese,Camembert
1966,cheese,Parmesan
1966,cheese,Gouda
1966,salad,Caesar
1966,salad,Wedge
